Date,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BYR,BZD,CAD,CDF,CHF,CLF,CLP,CNH,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LTL,LVL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRO,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLE,SLL,SOS,SRD,STD,STN,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VEF,VES,VND,VUV,WST,XAF,XAG,XAU,XCD,XCG,XDR,XOF,XPF,YER,ZAR,ZMK,ZMW,ZWL
2004-11-29,,,,,,,,1.6911,,,,,,,,,,,,,,,,,,,,1.5725,,1.5154,,,,,,,,,,,,,,,,,,1,,,0.7009,,,,,,,,,,,,,,,,,,,,,,,,136.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3274,,,,,,,,,,,,,,,,,,,,
2004-11-30,,,,,,,,1.7194,,,,,,,,,,,,,,,,,,,,1.576,,1.514,,,,,,,,,,,,,,,,,,1,,,0.6952,,,,,,,,,,,,,,,,,,,,,,,,136.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3281,,,,,,,,,,,,,,,,,,,,
2004-12-01,,,,,,,,1.7178,,,,,,,,,,,,,,,,,,,,1.5767,,1.5197,,,,,,,,,,,,,,,,,,1,,,0.6887,,,,,,,,,,,,,,,,,,,,,,,,136.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3344,,,,,,,,,,,,,,,,,,,,
2004-12-02,,,,,,,,1.7095,,,,,,,,,,,,,,,,,,,,1.582,,1.5268,,,,,,,,,,,,,,,,,,1,,,0.6893,,,,,,,,,,,,,,,,,,,,,,,,136.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3265,,,,,,,,,,,,,,,,,,,,
2004-12-03,,,,,,,,1.722,,,,,,,,,,,,,,,,,,,,1.6052,,1.5211,,,,,,,,,,,,,,,,,,1,,,0.6919,,,,,,,,,,,,,,,,,,,,,,,,137.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3456,,,,,,,,,,,,,,,,,,,,
2004-12-06,,,,,,,,1.7322,,,,,,,,,,,,,,,,,,,,1.6118,,1.5289,,,,,,,,,,,,,,,,,,1,,,0.6915,,,,,,,,,,,,,,,,,,,,,,,,138.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3402,,,,,,,,,,,,,,,,,,,,
2004-12-07,,,,,,,,1.733,,,,,,,,,,,,,,,,,,,,1.6209,,1.5307,,,,,,,,,,,,,,,,,,1,,,0.6898,,,,,,,,,,,,,,,,,,,,,,,,138.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.342,,,,,,,,,,,,,,,,,,,,
2004-12-08,,,,,,,,1.7622,,,,,,,,,,,,,,,,,,,,1.6236,,1.5317,,,,,,,,,,,,,,,,,,1,,,0.6891,,,,,,,,,,,,,,,,,,,,,,,,138.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3336,,,,,,,,,,,,,,,,,,,,
2004-12-09,,,,,,,,1.7611,,,,,,,,,,,,,,,,,,,,1.6274,,1.5302,,,,,,,,,,,,,,,,,,1,,,0.6909,,,,,,,,,,,,,,,,,,,,,,,,138.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3308,,,,,,,,,,,,,,,,,,,,
2004-12-10,,,,,,,,1.7602,,,,,,,,,,,,,,,,,,,,1.6221,,1.535,,,,,,,,,,,,,,,,,,1,,,0.6908,,,,,,,,,,,,,,,,,,,,,,,,139.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3236,,,,,,,,,,,,,,,,,,,,
2004-12-13,,,,,,,,1.7543,,,,,,,,,,,,,,,,,,,,1.6349,,1.5344,,,,,,,,,,,,,,,,,,1,,,0.6911,,,,,,,,,,,,,,,,,,,,,,,,139.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3308,,,,,,,,,,,,,,,,,,,,
2004-12-14,,,,,,,,1.7578,,,,,,,,,,,,,,,,,,,,1.6417,,1.5344,,,,,,,,,,,,,,,,,,1,,,0.6894,,,,,,,,,,,,,,,,,,,,,,,,139.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3293,,,,,,,,,,,,,,,,,,,,
2004-12-15,,,,,,,,1.7556,,,,,,,,,,,,,,,,,,,,1.6429,,1.529,,,,,,,,,,,,,,,,,,1,,,0.6894,,,,,,,,,,,,,,,,,,,,,,,,140.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,
2004-12-16,,,,,,,,1.7491,,,,,,,,,,,,,,,,,,,,1.6334,,1.532,,,,,,,,,,,,,,,,,,1,,,0.6852,,,,,,,,,,,,,,,,,,,,,,,,138.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3242,,,,,,,,,,,,,,,,,,,,
2004-12-17,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,1.6298,,1.5377,,,,,,,,,,,,,,,,,,1,,,0.6851,,,,,,,,,,,,,,,,,,,,,,,,138.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3306,,,,,,,,,,,,,,,,,,,,
2004-12-20,,,,,,,,1.7541,,,,,,,,,,,,,,,,,,,,1.6456,,1.5378,,,,,,,,,,,,,,,,,,1,,,0.688,,,,,,,,,,,,,,,,,,,,,,,,139.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3393,,,,,,,,,,,,,,,,,,,,
2004-12-21,,,,,,,,1.7453,,,,,,,,,,,,,,,,,,,,1.6436,,1.5407,,,,,,,,,,,,,,,,,,1,,,0.6935,,,,,,,,,,,,,,,,,,,,,,,,139.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3366,,,,,,,,,,,,,,,,,,,,
2004-12-22,,,,,,,,1.7514,,,,,,,,,,,,,,,,,,,,1.6604,,1.5424,,,,,,,,,,,,,,,,,,1,,,0.6981,,,,,,,,,,,,,,,,,,,,,,,,139.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3387,,,,,,,,,,,,,,,,,,,,
2004-12-23,,,,,,,,1.7612,,,,,,,,,,,,,,,,,,,,1.6637,,1.544,,,,,,,,,,,,,,,,,,1,,,0.7021,,,,,,,,,,,,,,,,,,,,,,,,139.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.351,,,,,,,,,,,,,,,,,,,,
2004-12-24,,,,,,,,1.7591,,,,,,,,,,,,,,,,,,,,1.662,,1.5449,,,,,,,,,,,,,,,,,,1,,,0.7037,,,,,,,,,,,,,,,,,,,,,,,,140.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3524,,,,,,,,,,,,,,,,,,,,
2004-12-27,,,,,,,,1.7499,,,,,,,,,,,,,,,,,,,,1.6597,,1.5452,,,,,,,,,,,,,,,,,,1,,,0.7034,,,,,,,,,,,,,,,,,,,,,,,,140.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3611,,,,,,,,,,,,,,,,,,,,
2004-12-28,,,,,,,,1.745,,,,,,,,,,,,,,,,,,,,1.6544,,1.5436,,,,,,,,,,,,,,,,,,1,,,0.7059,,,,,,,,,,,,,,,,,,,,,,,,140.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3609,,,,,,,,,,,,,,,,,,,,
2004-12-29,,,,,,,,1.7561,,,,,,,,,,,,,,,,,,,,1.6489,,1.5414,,,,,,,,,,,,,,,,,,1,,,0.7092,,,,,,,,,,,,,,,,,,,,,,,,141.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3603,,,,,,,,,,,,,,,,,,,,
2004-12-30,,,,,,,,1.7502,,,,,,,,,,,,,,,,,,,,1.6425,,1.543,,,,,,,,,,,,,,,,,,1,,,0.7085,,,,,,,,,,,,,,,,,,,,,,,,140.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3634,,,,,,,,,,,,,,,,,,,,
2004-12-31,,,,,,,,1.7324,,,,,,,,,,,,,,,,,,,,1.6266,,1.5457,,,,,,,,,,,,,,,,,,1,,,0.706,,,,,,,,,,,,,,,,,,,,,,,,138.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3552,,,,,,,,,,,,,,,,,,,,
2005-01-03,,,,,,,,1.7282,,,,,,,,,,,,,,,,,,,,1.6274,,1.5447,,,,,,,,,,,,,,,,,,1,,,0.7069,,,,,,,,,,,,,,,,,,,,,,,,138.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3466,,,,,,,,,,,,,,,,,,,,
2005-01-04,,,,,,,,1.7343,,,,,,,,,,,,,,,,,,,,1.6224,,1.5505,,,,,,,,,,,,,,,,,,1,,,0.7049,,,,,,,,,,,,,,,,,,,,,,,,138.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3272,,,,,,,,,,,,,,,,,,,,
2005-01-05,,,,,,,,1.7323,,,,,,,,,,,,,,,,,,,,1.6255,,1.5489,,,,,,,,,,,,,,,,,,1,,,0.7038,,,,,,,,,,,,,,,,,,,,,,,,138.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3258,,,,,,,,,,,,,,,,,,,,
2005-01-06,,,,,,,,1.7308,,,,,,,,,,,,,,,,,,,,1.6267,,1.546,,,,,,,,,,,,,,,,,,1,,,0.7023,,,,,,,,,,,,,,,,,,,,,,,,138.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3172,,,,,,,,,,,,,,,,,,,,
2005-01-07,,,,,,,,1.725,,,,,,,,,,,,,,,,,,,,1.6083,,1.5463,,,,,,,,,,,,,,,,,,1,,,0.6973,,,,,,,,,,,,,,,,,,,,,,,,136.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.305,,,,,,,,,,,,,,,,,,,,
2005-01-10,,,,,,,,1.7242,,,,,,,,,,,,,,,,,,,,1.5986,,1.5459,,,,,,,,,,,,,,,,,,1,,,0.6972,,,,,,,,,,,,,,,,,,,,,,,,136.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3075,,,,,,,,,,,,,,,,,,,,
2005-01-11,,,,,,,,1.7215,,,,,,,,,,,,,,,,,,,,1.5975,,1.5498,,,,,,,,,,,,,,,,,,1,,,0.6976,,,,,,,,,,,,,,,,,,,,,,,,135.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3106,,,,,,,,,,,,,,,,,,,,
2005-01-12,,,,,,,,1.7277,,,,,,,,,,,,,,,,,,,,1.5915,,1.5473,,,,,,,,,,,,,,,,,,1,,,0.7009,,,,,,,,,,,,,,,,,,,,,,,,135.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.325,,,,,,,,,,,,,,,,,,,,
2005-01-13,,,,,,,,1.7223,,,,,,,,,,,,,,,,,,,,1.587,,1.5483,,,,,,,,,,,,,,,,,,1,,,0.7019,,,,,,,,,,,,,,,,,,,,,,,,135.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3214,,,,,,,,,,,,,,,,,,,,
2005-01-14,,,,,,,,1.7265,,,,,,,,,,,,,,,,,,,,1.5925,,1.5466,,,,,,,,,,,,,,,,,,1,,,0.7008,,,,,,,,,,,,,,,,,,,,,,,,133.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3107,,,,,,,,,,,,,,,,,,,,
2005-01-17,,,,,,,,1.7244,,,,,,,,,,,,,,,,,,,,1.5903,,1.5452,,,,,,,,,,,,,,,,,,1,,,0.7021,,,,,,,,,,,,,,,,,,,,,,,,133.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3063,,,,,,,,,,,,,,,,,,,,
2005-01-18,,,,,,,,1.7218,,,,,,,,,,,,,,,,,,,,1.5929,,1.5432,,,,,,,,,,,,,,,,,,1,,,0.6979,,,,,,,,,,,,,,,,,,,,,,,,133.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3021,,,,,,,,,,,,,,,,,,,,
2005-01-19,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,1.5949,,1.5417,,,,,,,,,,,,,,,,,,1,,,0.6949,,,,,,,,,,,,,,,,,,,,,,,,133.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3006,,,,,,,,,,,,,,,,,,,,
2005-01-20,,,,,,,,1.7043,,,,,,,,,,,,,,,,,,,,1.5987,,1.542,,,,,,,,,,,,,,,,,,1,,,0.6914,,,,,,,,,,,,,,,,,,,,,,,,133.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2964,,,,,,,,,,,,,,,,,,,,
2005-01-21,,,,,,,,1.6955,,,,,,,,,,,,,,,,,,,,1.5935,,1.5456,,,,,,,,,,,,,,,,,,1,,,0.6945,,,,,,,,,,,,,,,,,,,,,,,,134.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3042,,,,,,,,,,,,,,,,,,,,
2005-01-24,,,,,,,,1.6946,,,,,,,,,,,,,,,,,,,,1.5984,,1.5446,,,,,,,,,,,,,,,,,,1,,,0.6942,,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3056,,,,,,,,,,,,,,,,,,,,
2005-01-25,,,,,,,,1.6961,,,,,,,,,,,,,,,,,,,,1.6031,,1.5476,,,,,,,,,,,,,,,,,,1,,,0.6957,,,,,,,,,,,,,,,,,,,,,,,,134.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.297,,,,,,,,,,,,,,,,,,,,
2005-01-26,,,,,,,,1.6895,,,,,,,,,,,,,,,,,,,,1.6121,,1.5467,,,,,,,,,,,,,,,,,,1,,,0.6945,,,,,,,,,,,,,,,,,,,,,,,,134.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.308,,,,,,,,,,,,,,,,,,,,
2005-01-27,,,,,,,,1.6792,,,,,,,,,,,,,,,,,,,,1.6141,,1.5437,,,,,,,,,,,,,,,,,,1,,,0.6904,,,,,,,,,,,,,,,,,,,,,,,,134.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3042,,,,,,,,,,,,,,,,,,,,
2005-01-28,,,,,,,,1.6844,,,,,,,,,,,,,,,,,,,,1.6168,,1.5459,,,,,,,,,,,,,,,,,,1,,,0.6906,,,,,,,,,,,,,,,,,,,,,,,,134.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3036,,,,,,,,,,,,,,,,,,,,
2005-01-31,,,,,,,,1.6812,,,,,,,,,,,,,,,,,,,,1.6168,,1.5488,,,,,,,,,,,,,,,,,,1,,,0.692,,,,,,,,,,,,,,,,,,,,,,,,135.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3033,,,,,,,,,,,,,,,,,,,,
2005-02-01,,,,,,,,1.684,,,,,,,,,,,,,,,,,,,,1.6145,,1.5525,,,,,,,,,,,,,,,,,,1,,,0.6928,,,,,,,,,,,,,,,,,,,,,,,,135.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3042,,,,,,,,,,,,,,,,,,,,
2005-02-02,,,,,,,,1.6745,,,,,,,,,,,,,,,,,,,,1.6132,,1.5533,,,,,,,,,,,,,,,,,,1,,,0.6911,,,,,,,,,,,,,,,,,,,,,,,,134.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3023,,,,,,,,,,,,,,,,,,,,
2005-02-03,,,,,,,,1.6835,,,,,,,,,,,,,,,,,,,,1.6097,,1.5588,,,,,,,,,,,,,,,,,,1,,,0.689,,,,,,,,,,,,,,,,,,,,,,,,135.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.297,,,,,,,,,,,,,,,,,,,,
2005-02-04,,,,,,,,1.6729,,,,,,,,,,,,,,,,,,,,1.6075,,1.5576,,,,,,,,,,,,,,,,,,1,,,0.6865,,,,,,,,,,,,,,,,,,,,,,,,133.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2872,,,,,,,,,,,,,,,,,,,,
2005-02-07,,,,,,,,1.6603,,,,,,,,,,,,,,,,,,,,1.6042,,1.5604,,,,,,,,,,,,,,,,,,1,,,0.6872,,,,,,,,,,,,,,,,,,,,,,,,133.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2755,,,,,,,,,,,,,,,,,,,,
2005-02-08,,,,,,,,1.6652,,,,,,,,,,,,,,,,,,,,1.5938,,1.559,,,,,,,,,,,,,,,,,,1,,,0.6884,,,,,,,,,,,,,,,,,,,,,,,,134.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2762,,,,,,,,,,,,,,,,,,,,
2005-02-09,,,,,,,,1.6607,,,,,,,,,,,,,,,,,,,,1.5989,,1.5571,,,,,,,,,,,,,,,,,,1,,,0.6882,,,,,,,,,,,,,,,,,,,,,,,,135.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.281,,,,,,,,,,,,,,,,,,,,
2005-02-10,,,,,,,,1.6431,,,,,,,,,,,,,,,,,,,,1.5976,,1.5547,,,,,,,,,,,,,,,,,,1,,,0.6891,,,,,,,,,,,,,,,,,,,,,,,,136.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2876,,,,,,,,,,,,,,,,,,,,
2005-02-11,,,,,,,,1.6363,,,,,,,,,,,,,,,,,,,,1.5919,,1.5566,,,,,,,,,,,,,,,,,,1,,,0.6889,,,,,,,,,,,,,,,,,,,,,,,,136.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2865,,,,,,,,,,,,,,,,,,,,
2005-02-14,,,,,,,,1.6445,,,,,,,,,,,,,,,,,,,,1.6002,,1.5534,,,,,,,,,,,,,,,,,,1,,,0.6862,,,,,,,,,,,,,,,,,,,,,,,,136.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2973,,,,,,,,,,,,,,,,,,,,
2005-02-15,,,,,,,,1.6523,,,,,,,,,,,,,,,,,,,,1.602,,1.5488,,,,,,,,,,,,,,,,,,1,,,0.6866,,,,,,,,,,,,,,,,,,,,,,,,135.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3023,,,,,,,,,,,,,,,,,,,,
2005-02-16,,,,,,,,1.6622,,,,,,,,,,,,,,,,,,,,1.6126,,1.5468,,,,,,,,,,,,,,,,,,1,,,0.6915,,,,,,,,,,,,,,,,,,,,,,,,137.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.303,,,,,,,,,,,,,,,,,,,,
2005-02-17,,,,,,,,1.6583,,,,,,,,,,,,,,,,,,,,1.6066,,1.5458,,,,,,,,,,,,,,,,,,1,,,0.6899,,,,,,,,,,,,,,,,,,,,,,,,137.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3068,,,,,,,,,,,,,,,,,,,,
2005-02-18,,,,,,,,1.6555,,,,,,,,,,,,,,,,,,,,1.6092,,1.5454,,,,,,,,,,,,,,,,,,1,,,0.6895,,,,,,,,,,,,,,,,,,,,,,,,138.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3065,,,,,,,,,,,,,,,,,,,,
2005-02-21,,,,,,,,1.654,,,,,,,,,,,,,,,,,,,,1.6118,,1.544,,,,,,,,,,,,,,,,,,1,,,0.6887,,,,,,,,,,,,,,,,,,,,,,,,137.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3063,,,,,,,,,,,,,,,,,,,,
2005-02-22,,,,,,,,1.6675,,,,,,,,,,,,,,,,,,,,1.6229,,1.5355,,,,,,,,,,,,,,,,,,1,,,0.6931,,,,,,,,,,,,,,,,,,,,,,,,137.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3257,,,,,,,,,,,,,,,,,,,,
2005-02-23,,,,,,,,1.6786,,,,,,,,,,,,,,,,,,,,1.6376,,1.5367,,,,,,,,,,,,,,,,,,1,,,0.6917,,,,,,,,,,,,,,,,,,,,,,,,138.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3208,,,,,,,,,,,,,,,,,,,,
2005-02-24,,,,,,,,1.6778,,,,,,,,,,,,,,,,,,,,1.6381,,1.5424,,,,,,,,,,,,,,,,,,1,,,0.6905,,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3193,,,,,,,,,,,,,,,,,,,,
2005-02-25,,,,,,,,1.6818,,,,,,,,,,,,,,,,,,,,1.6412,,1.5387,,,,,,,,,,,,,,,,,,1,,,0.6898,,,,,,,,,,,,,,,,,,,,,,,,139.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3244,,,,,,,,,,,,,,,,,,,,
